Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
そうだ2,R－そうになる,①道が凍っていて、何度もころびそうになった。,朝寝坊して、危うく大切な会社に遅刻しそうになった。,朝寝坊して、,危うく,大切な,会社に,遅刻し,そうになった。,Diễn tả một hành động suýt chút nữa đã xảy ra trong thực tế. Động từ nhóm 3 '遅刻する' chuyển thành thể ます bỏ ます là '遅刻し' + 'そうになる'.
そうだ2,R－そうもない　R－そうにない,①この本は売れそうもない。,このお店の行列は長すぎて、1時間以内には入れそうにない。,このお店の,行列は長すぎて、,1時間,以内には,入れ,そうにない。,Đánh giá một khả năng rất khó xảy ra dựa trên tình hình thực tế. Động từ thể khả năng '入れる' bỏ 'る' kết hợp với 'そうにない'.
そうだ2,R－そうだ＜生起の可能性2＞,①あの様子では二人はもうじき結婚しそうだ。,この古い洗濯機は、変な音がしているからもうすぐ壊れそうだ。,この古い洗濯機は、,変な音が,しているから,もうすぐ,壊れ,そうだ。,Dự đoán một sự kiện sắp sửa xảy ra mang tính khách quan của đồ vật. Động từ '壊れる' bỏ 'る' kết hợp với 'そうだ'.
そうだ2,R－てしまいそうだ,①おいしいから全部食べてしまいそうだ。,この小説は面白すぎて、今日中に全部読んでしまいそうだ。,この小説は,面白すぎて、,今日中に,全部,読んで,しまいそうだ。,Diễn tả trạng thái lường trước một hành động sẽ hoàn thành hoặc kết thúc hoàn toàn do tính chất khách quan tác động. Đi kèm dạng V-て + しまいそうだ.
そこで,そこで＜理由＞,①今度の事件ではかなりの被害が出ています。そこで、ひとつ皆さんにご相談があるのですが。,来週は母の誕生日です。そこで、家族みんなでレストランを予約しました。,来週は,母の,誕生日です。,そこで、,家族みんなでレストランを,予約しました。,"Dựa vào lý do nêu ở câu trước (sinh nhật mẹ), dùng liên từ 'そこで' để dẫn ra một hành động chủ động giải quyết tiếp theo (đặt nhà hàng)."
そこで,そこで＜時点＞,①A：だんだんむずかしくなってきたし、タイ語の勉強やめようかな。B：そこでやめちゃダメだよ。せっかく今までがんばってきたんだから。,A「諦めようかな」B「そこで諦めたら今までの努力が無駄になるよ,A「諦めようかな」B「,そこで,諦めたら,今までの,努力が,無駄になるよ,'そこで' đóng vai trò chỉ thời điểm hoặc hoàn cảnh ngay tại bước đó. Khuyên nhủ không nên bỏ cuộc ngay tại thời điểm khó khăn này.
そこへ,,①友人のうわさ話をしていたら、そこへ当の本人が来てしまった。,公園で友達を待っていたら、そこへ偶然お母さんも通りかかった。,公園で,友達を,待っていたら、,そこへ,偶然お母さんも,通りかかった。,"Diễn tả một hành động hoặc nhân vật bất ngờ xuất hiện xen vào đúng địa điểm, thời điểm hành động trước đang diễn ra thông qua liên từ 'そこへ'."
そこへいくと,,①A：うちの会社、残業が多くてね。先週はほとんど晩ご飯、家で食べていないんだ。B：そりゃ、大変だな。そこへいくと僕のとこなんか楽なほうだ。,A「電池が半日しか持たない」B「そこへいくと、私の最新機種は2日も持つよ,A「電池が半日しか持たない」B「,そこへ,いくと、,私の最新機種は,2日も,持つよ,Sử dụng liên từ 'そこへいくと' để đối chiếu so sánh nhằm làm nổi bật sự tương phản rõ rệt giữa hai đối tượng (pin điện thoại của A và B).
そしたら,,①きのう映画を見に行ったのよ。そしたらばったり高田さんに会っちゃって。,さっきスーパーに行ってきたの。そしたら、大好きなアイスが半額になっていたよ。,さっきスーパーに,行ってきたの。,そしたら、,大好きな,アイスが,半額になっていたよ。,"Dùng trong hội thoại thường nhật để liên kết chuỗi hành động, diễn tả một sự việc hoặc kết quả bất ngờ xảy ra ngay sau hành động trước."
そして,そして＜並立＞,①今回の旅行ではスペイン、イタリアそしてフランスと、おもに南ヨーロッパを中心に回った。,今日はハンカチ、靴下、そして父へのプレゼントのネクタイを買いました。,今日は,ハンカチ、,靴下、,そして父への,プレゼントの,ネクタイを買いました。,"Dùng liên từ '愛情' / 'そして' kết nối song song các danh từ trong chuỗi liệt kê mua sắm, đứng ngay trước danh từ cuối cùng để kết thúc câu."
