Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いまにも,いまにもV－そうだ,,①今にも雨が降りそうだ。,スーパーで買いすぎて、荷物の袋が今にも破れそうだ。,スーパーで買いすぎて、,荷物の,袋が,今にも,破れそうだ,。,名詞修飾「荷物の袋が」の後に、「今にも～そうだ」という直前の変化を表す文型が自然に結びつきます。
いまや,,,①彼女は今や押しも押されもせぬ花形スターだ。,昔は小さかった近所のスーパーも、今やこの街で一番大きな商業施設になった。,昔は小さかった近所のスーパーも、,今や,この街で,一番大きな,商業施設になった,。,過去との対比を強調する「今や」が文頭に置かれ、場所「この街で」、程度「一番大きな」、名詞述語「商業施設になった」の順に修飾が重なります。
いらい,Nいらい,,①あれ以来彼女は姿を見せない。,先月の同窓会以来、高校時代の親友と毎週末お茶をしている。,,先月の,同窓会以来、,高校時代の親友と,毎週末お茶をしている,。,「名詞＋以来」の形で時を限定し、その後に「誰と」「いつ」「何をしている」という詳細な行動が続きます。
いらい,V－ていらい,,①夏休みに風邪で寝込んで以来、どうも体の調子が悪い。,日本に来て以来、毎朝納豆を食べるのが私の習慣になった。,,日本に,来て以来、,毎朝納豆を食べるのが,私の習慣になった,。,「V-て以来」で継続の起点を表し、その後にその期間中ずっと続いている「私の習慣になった」という結果を配置します。
いらい,V－ていらいはじめて,,①引っ越してきて以来、初めて隣の人と言葉を交わした。,結婚して以来初めて、夫が私のために手料理を作ってくれた。,,結婚して,以来初めて、,夫が私のために,手料理を作ってくれた,。,「V-て以来初めて」で特別な機会の始まりを示し、その具体的な内容である「夫が～作ってくれた」という主節が続きます。
いらい,Nは、～いらいだ　Nは、Nいらいだ　Nは、V－ていらいだ,,①お会いするのは、去年の9月以来ですね。,こんなに家族みんなで旅行に行くのは、５年前の姉の結婚式以来だ。,,こんなに家族みんなで,旅行に行くのは、,５年前の姉の,結婚式以来だ,。,「～のは」で主題（家族旅行）を提示し、末尾に「特定の時期＋以来だ」を持ってくることで、その期間の長さを強調する構文です。
いわば,いわばNのような　いわばVような,,①彼女の家は石造りの洋館でいわばドイツのお城のような造りだった。,毎日通っているあのカフェは、私にとっていわば第二の我が家のような場所だ。,毎日通っているあのカフェは、私にとって,いわば,第二の,我が家のような,場所だ,。,比喩を導入する副詞「いわば」の後に、比喩の対象「第二の」、比喩表現「我が家のような」、そして名詞「場所だ」が連なります。
いわゆる,いわゆるN,,①これがいわゆるエスニック料理というものですか。,妹は休みの日もずっと家にいる、いわゆるインドア派の人間だ。,妹は休みの日もずっと家にいる、,いわゆる,インドア,派の,人間だ,。,連体詞「いわゆる」が、その後に続く名詞句「インドア派の人間」を直接修飾する構造になっています。
うえ,Nのうえで（は）,,①暦の上ではもう春だというのに、まだまだ寒い日が続いている。,書類の上では結婚しているが、私たちは今別居している。,,書類の,上では,結婚しているが、,私たちは今別居している,。,「Nの上では」で基準や前提（書類上のデータ）を示し、それに対する実際の本質や逆接の内容（別居している）を後半に繋げます。
うえ,V－るうえで,,①パソコンを買う上で注意しなければならないことは何ですか。,一人暮らしを始める上で、家賃の安さは一番大切な条件だと思う。,,一人暮らしを,始める上で、,家賃の安さは,一番大切な条件だと思う,。,「V-る上で」という目的や状況の設定を前に置き、その状況において重要となる要素「家賃の安さ」と結論「条件だと思う」を続けます。
