Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
そもそも,そもそも,①そもそもおまえが悪いんだよ。友達に自分の仕事をおしつけるなんて。,そもそも君が時間を間違えたから、映画に間に合わなかったんだよ。,,そもそも,君が,時間を,間違えたから、,映画に間に合わなかったんだよ。,Phó từ 'そもそも' (Ngay từ đầu/Vốn dĩ) đặt ở đầu câu để nhấn mạnh nguyên nhân cốt lõi dẫn đến sai lầm. Chủ ngữ '君が' đi với tân ngữ '時間を' và động từ chỉ nguyên nhân '間違えたから' để giải thích trực tiếp cho kết quả thất bại ở vế sau.
それが,,①10時に会う約束だった。それが1時になっても現れないんだ。,今日はピクニックの予定だった。それが急に雨が降って中止になった。,今日はピクニックの予定だった。,それが,急に,雨が,降って,中止になった。,Liên từ 'それが' đứng đầu câu tiếp theo để biểu thị một sự việc xảy ra trái ngược hoàn toàn với dự kiến hoặc kế hoạch trước đó. Trạng từ '急に' bổ nghĩa cho cụm nguyên nhân '雨が降って' (mưa rơi) dẫn tới kết quả tự nhiên '中止になった'.
それから,それから,①まず玉子の黄身だけよくかき混ぜて下さい。それからサラダ油と用意しておいた調味料を加え、混ぜ合わせます。,駅前のカフェでコーヒーを飲んだ。それからスーパーで夕食の買い物をした。,駅前のカフェでコーヒーを飲んだ。,それから,スーパーで,夕食の,買い物を,した。,"Liên từ biểu thị thứ tự hành động trước sau 'それから' (Sau đó) đứng đầu câu thứ hai. Theo sau là trạng từ chỉ địa điểm 'スーパーで', danh từ bổ nghĩa '夕食の' đi kèm tân ngữ '買い物を' và kết thúc bằng động từ hành động 'した'."
それから,NそれからN,①夏休みにタイ、マレーシアそれからインドネシアの3カ国を回ってきた。,冷蔵庫に牛乳、卵、それから食パンが入っています。,冷蔵庫に,牛乳、,卵、,それから,食パンが,入っています。,"Đây là cấu trúc liệt kê các danh từ cùng loại. Các danh từ '牛乳' và '卵' được đưa ra trước, sau đó liên từ 'それから' (và cả/sau đó là) đứng trước danh từ cuối cùng '食パンが' để hoàn thành chuỗi liệt kê trước động từ tồn tại '入っています'."
それこそ,,①野球部は練習がきびしくて、君ではそれこそ三日ともたないよ。,毎日そんなに夜更かししていたら、それこそ体を壊してしまうよ。,毎日そんなに夜更かししていたら、,それこそ,体を,壊して,しまう,よ。,"Sau vế điều kiện đưa ra giả định tiêu cực '夜更かししていたら', cụm từ nhấn mạnh mức độ 'それこそ' (chắc chắn là/chính lúc đó) được đưa vào nhằm cảnh báo. Theo sau là tân ngữ '体を' và động từ chia thể '壊してしまう' biểu thị kết cục xấu."
それだけ,,①1年間努力して合格したのでそれだけ喜びも大きい。,高いカメラを買ったので、それだけ大切に使っている。,高いカメラを買ったので、,それだけ,大切に,使って,いる。,,"Vế đầu nêu lý do '買ったので' (vì đã mua), câu tiếp theo dùng 'それだけ' (tương xứng với mức độ đó/chừng đó) để chỉ mức độ hành động. Trạng từ '大切に' bổ nghĩa cho động từ ở thì hiện tại tiếp diễn '使っている'."
それで,,①きのうの晩熱が出て、それで今日は学校を休んだ。,朝寝坊してしまって、それで友達との約束に遅刻した。,朝寝坊してしまって、,それで,友達との,約束に,遅刻,した。,Từ nối chỉ kết quả hệ quả 'それで' (Vì thế/Do đó) đứng sau vế nguyên nhân '朝寝坊してしまって'. Cụm danh từ bổ nghĩa '友達との' định ngữ cho '約束に' (chỉ mục đích hướng tới của việc muộn giờ) đi liền với danh từ hành động '遅刻した'.
それでこそ,,①彼は部下の失敗の責任をとって、社長の座を降りた。それでこそ真のリーダーと言える。,困っている人を迷わず助けるなんて、それでこそ私の親友だ。,困っている人を迷わず助けるなんて、,それでこそ,私の,親友,だ。,,"Sau vế đánh giá hành động thể hiện phẩm chất '助けるなんて', cụm từ nhấn mạnh lý do 'それでこそ' (Chính vì thế mới xứng là) làm thành phần bổ nghĩa cho danh từ sở hữu '私の' đi liền với danh từ kết thúc '親友だ'."
それでは,「では」の前に指示語の「それ」がついたもの。ほとんどの場合「ては」で言いかえられるが、4の＜否定的結果＞の用法だけは異なり、必ず「それでは」の形で用いられる。やや改まった言い方で、くだけた話しことばでは「それじゃ（あ）」「じゃ（あ）」が用いられる。それでは＜推論＞,①A：私は1974年の卒業です。B：それでは、私は2年後輩になります。,A「新宿駅には3時に着きます」B「それでは、東口で待ち合わせましょう,A「新宿駅には3時に着きます」B「,それでは、,東口で,待ち合わせ,ましょう,,Liên từ đưa ra suy luận hoặc giải quyết dựa trên thông tin của người đối thoại 'それでは' (Vậy thì). Theo sau là trạng từ chỉ địa điểm '東口で' và động từ hành động được chia ở dạng gợi ý/rủ rê '待ち合わせましょう'.
それでは,それでは＜感度表明＞,①A：その人にはあった事がないんです。B：それでは紹介してあげますよ。,A「この荷物、重くて持てない」B「それでは、私が代わりに運びますよ,A「この荷物、重くて持てない」B「,それでは、,私が,代わりに,運びます,よ,"Liên từ thể hiện thái độ phản hồi trước tình huống 'それでは' (Thế thì/Vậy để). Theo sau là chủ ngữ người nói muốn thực hiện hành động '私が', phó từ '代わりに' (thay thế) và động từ hành động kèm trợ từ kết thúc câu '運びますよ'."
