Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ずに,V－ずに,①よくかまずに食べると胃を悪くしますよ。,値段を見ずに服を買ったら、予算オーバーになってしまった。,,値段を,見ずに,服を,買ったら、,予算オーバーになってしまった。,"'見ずに' (mà không nhìn) là dạng phủ định thay cho 'ないで' của 見る, bổ nghĩa cho hành động kế tiếp '服を買ったら' để chỉ trạng thái/cách thức khi thực hiện hành động."
ずにいる,V－ずにいる,①禁煙を始めたが、吸わずにいるとだんだんイライラしてくる。,友達からのメッセージに、忙しくてまだ返事をせずにいる状態だ。,友達からのメッセージに、,忙しくて,まだ,返事を,せずにいる,状態だ。,"'返事をせずにいる' (vẫn chưa phản hồi) gồm cụm danh động từ '返事をする' chuyển sang dạng phủ định tiến diễn 'せずにいる', biểu thị trạng thái liên tục trì hoãn không làm gì."
ずにおく,V－ずにおく,①父に電話がかかってきたが、疲れてよく寝ているようだったので起こさずにおいた。,遅くに帰る夫のために、リビングの電気を消さずにおいたのです。,遅くに帰る夫のために、,リビングの,電気を,消さ,ずにおいた,のです。,"'消さずにおいた' (để nguyên không tắt) gồm 消す chuyển thành thể ない bỏ ない (消さ-) + ずにおく ở quá khứ, biểu thị chủ ý giữ nguyên trạng thái vì mục đích chuẩn bị cho người khác."
ずにすむ,V－ずにすむ,①漢和辞典を買おうと思っていたら、友だちが古いのをくれたので買わずにすんだ。,レジ袋をいつも持ち歩いているので、店で買わずにすむのです。,レジ袋をいつも持ち歩いているので、,店で,買わ,ずに,すむ,のです。,"Động từ 買う chuyển sang thể '買わずにすむ' mang ý nghĩa tránh được việc phải mua (tiết kiệm/không cần thiết), giải quyết ổn thỏa vấn đề mà không cần thực hiện hành động đó."
ずにはいられない,V－ずにはいられない,①この本を読むと、誰でも感動せずにはいられないだろう。,友達が送ってきた動画が面白すぎて、私は笑わずにはいられないよ。,友達が送ってきた動画が面白すぎて、,私は,笑わ,ずには,いられない,よ。,"Động từ 笑う chuyển thành thể ない bỏ ない (笑わ-) kết hợp với 'ずにはいられない' diễn tả cảm xúc tự nhiên bộc phát mạnh mẽ từ bên trong, không thể kìm nén được việc cười."
ずにはおかない,V－ずにはおかない,①この本は読む人を感動させずにはおかない。,この感動的な映画は、見る人すべてを泣かせずにはおかないだろう。,この感動的な映画は、,見る人,すべてを,泣かせずには,おかない,だろう。,"Động từ thể sai khiến '泣かせる' biến đổi thành '泣かせずにはおかない', thể hiện một lực tác động khách quan mạnh mẽ chắc chắn sẽ khiến đối tượng (người xem) phải rơi nước mắt."
ずにはすまない,V－ずにはすまない,①あいつはこの頃怠けてばかりだ。一言言わずにはすまない。,隣の家の窓ガラスを割ってしまったのだから、直接謝らずにはすまないだろう。,隣の家の窓ガラスを割ってしまったのだから、,直接,謝ら,ずには,すまない,だろう。,"'謝らずにはすまない' cấu tạo từ 謝る, thể hiện nghĩa vụ đạo đức hoặc tình thế ép buộc bắt buộc phải thực hiện hành động xin lỗi, không thể né tránh hay khỏa lấp được."
すむ,～すむ　【Nですむ　V－てすむ,①もっと費用がかかると思ったが2万円ですんだ。,スマホを落としたが、軽い傷だけで済んだので安心した。,スマホを落としたが、,軽い,傷,だけ,で済んだ,ので安心した。,"Cấu trúc 'N + で済む' (ở dạng quá khứ で済んだ) diễn tả một sự cố kết thúc gọn gàng ở mức độ thiệt hại tối thiểu, nhẹ nhàng hơn so với lo ngại lo sợ ban đầu."
すむ,V－ないで／V－ずに　すむ,①バスがすぐに来たので待たないですんだ。,今日は母が夕飯を作ってくれたので、私は料理しないで済んだよ。,今日は母が夕飯を作ってくれたので、,私は,料理,しないで,済んだ,よ。,Cấu trúc 'V-ないで済む' diễn tả việc nhờ có hoàn cảnh thuận lợi (mẹ nấu cho) mà người nói tránh được một việc tốn công sức hoặc không muốn làm (nấu ăn).
すむ,～すむことではない　Nですむことではない　V－てすむことではない,①大事な書類をなくしてしまうなんて、謝ってすむことではない。,友達の大切な本を汚したのだから、ただ謝って済むことではないと思う。,友達の大切な本を汚したのだから、,ただ,謝って,済むこと,ではない,と思う。,"Cấu trúc 'V-て済むことではない' biểu thị ý nghĩa sự việc có tính chất nghiêm trọng, không thể giải quyết ổn thỏa hay xí xóa chỉ bằng một hành động đơn giản như xin lỗi."
