Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
あまり,あまりのN　に／で,,①あまりの驚きに声も出なかった。,スープがあまりの辛さに一口も飲むことができなかった。,スープが,あまりの,辛さに,一口も,飲むことが,できなかった。,'あまりの + Danh từ + に' chỉ nguyên nhân cực đại gây ra một trạng thái bất khả kháng. Thứ tự sắp xếp: Chủ thể 'スープが' -> Cụm nguyên nhân 'あまりの辛さに' -> Lượng từ giới hạn '一口も' -> Thể phủ định khả năng '飲むことができなかった'.
あまり,あまりに（も）～と　あんまり（にも）～と,,①あまりボリュームを上げると隣の人が文句を言いに来るから気をつけてね。,あんまりにも夜遅く寝ると次の日の朝が辛いよ。,,あんまりにも,夜遅く,寝ると,次の日の朝が,辛いよ。,'あんまりにも' đi kèm và bổ nghĩa cho cụm trạng từ thời gian '夜遅く' và động từ điều kiện '寝ると'. Vế sau thể hiện hệ quả tất yếu đối với chủ ngữ '次の日の朝が' đi với tính từ '辛いよ'.
あまり,～あまり（に）Nのあまり（に）　V－るあまり（に）,,①母は悲しみのあまり、病の床に就いてしまった。,欲しかったチケットが取れて、嬉しさのあまり友達に大声で電話した。,欲しかったチケットが取れて、,嬉しさの,あまり,友達に,大声で,電話した。,"'Danh từ chỉ cảm xúc + のあまり' đóng vai trò trạng ngữ chỉ nguyên nhân do cảm xúc quá độ. Sau cụm từ này là đối tượng tiếp nhận hành động '友達に', trạng từ cách thức '大声で' và động từ hành động '電話した'."
あまり,数量詞＋あまり,,①その会の出席者は100名あまりだった。,一緒に住み始めてから、もう3年あまりが速く経ちました。,一緒に住み始めてから、,もう,3年,あまりが,速く,経ちました。,"'数量詞 + あまり' bổ nghĩa cho số lượng để chỉ mức độ nhiều hơn một chút. Cụm '3年あまりが' đóng vai trò chủ ngữ trong vế câu, đứng trước trạng từ chỉ cách thức '速く' và động từ '経ちました'."
あらためる,R－あらためる,,①この文章の内容を子供向けに書き改めてくださいませんか。,すみません、サイズが合わないので、別の服を一から選びあらためることにします。,すみません、サイズが合わないので、,別の服を,一から,選び,あらためる,ことにします。,Mẫu ghép động từ 'V-stem + あらためる' biểu thị việc thực hiện lại hành động đó. Tân ngữ '別の服を' và trạng từ '一から' đứng trước để bổ nghĩa cho động từ phức. Động từ thể ます bỏ ます là '選び' phải đi liền trước 'あらためる'.
あるいは,N（か）あるいはN,,①黒あるいは青のペンで記入してください。,お支払いは現金あるいはクレジットカードで支払うようお願いします。,お支払いは,現金,あるいは,クレジットカードで,支払うよう,お願いします。,'あるいは' đóng vai trò liên từ nối hai danh từ lựa chọn ngang hàng '現金' và 'クレジットカード'. Trợ từ 'で' đi sau danh từ thứ hai để chỉ phương thức cho hành động '支払うよう' và động từ kết câu 'お願いします'.
あるいは,～か、あるいは,,①申し込み書類は、郵送するかあるいは事務所まで持参してください。,今週末は映画を見に行くか、あるいは家でゲームをしよう。,今週末は,映画を見に,行くか、,あるいは,家でゲームを,しよう。,"Dùng để nối hai mệnh đề lựa chọn hành động. Mệnh đề thứ nhất kết thúc bằng thể từ điển + か '行くか、', tiếp theo là liên từ 'あるいは', sau đó là cụm danh từ + tân ngữ của vế hai '家でゲームを' và kết thúc bằng thể ý chí 'しよう'."
あるいは,あるいは～かもしれない,,①このぶんでは、明日はあるいは雪かもしれない。,夕方からあるいは雨が降るかもしれないから、洗濯物を取り込んで。,夕方から,あるいは,雨が,降るかも,しれないから,洗濯物を取り込んで。,'あるいは' đứng đầu mệnh đề phỏng đoán để tăng sắc thái cho cấu trúc '～かもしれない'. Thứ tự tự nhiên: Trạng từ 'あるいは' -> Chủ ngữ '雨が' -> Cụm động từ phỏng đoán '降るかもしれない' kết hợp trợ từ chỉ lý do 'から'.
あるいは,あるいは～あるいは,,①高校を卒業した学生たちは、あるいは進学し、あるいは就職し、それぞれの進路を歩み始める。,今年の夏休み、友達はあるいは海へ行き、あるいは山へ登ったりして楽しそうだ。,今年の夏休み、友達は,あるいは海へ行き、,あるいは,山へ,登ったりして,楽しそうだ。,Cấu trúc lặp lại 'あるいは...あるいは...' dùng để liệt kê các hành động song song. Cú pháp chia tách theo mạch câu: Cụm hành động một 'あるいは海へ行き、' -> từ nối 'あるいは' -> bổ ngữ hướng đi '山へ' -> động từ liệt kê '登ったりして'.
あるまじき～だ,NにあるまじきNだ,,①業者から金品を受け取るなど公務員にあるまじきことだ。,子供に嘘をつくなんて、親にあるまじき卑劣な行為だ。,子供に嘘をつくなんて、,親に,あるまじき,卑劣な,行為,だ。,Cấu trúc 'N1にあるまじきN2' phê phán hành vi N2 không được phép có ở cương vị N1. Thứ tự bổ nghĩa bắt buộc: Danh từ cương vị + に '親に' -> Thành phần hạn định 'あるまじき' -> Tính từ bổ sung '卑劣な' -> Danh từ bị bổ nghĩa '行為'.
