Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
かい,かいが　ある／ない　Nのかいが　ある／ない　V－たかいが　ある／ない,①努力したかい（が）あって、無事合格することができた。,お店で1時間も並んだかいがあって、とても美味しいラーメンが食べられた。,お店で,1時間も,並んだかいが,あって、とても,美味しいラーメンが,食べられた。,"Động từ thể quá khứ '並んだ' bổ nghĩa trực tiếp cho danh từ 'かい' (nỗ lực xếp hàng), đi kèm 'あって' để biểu thị thành quả xứng đáng là đã được ăn mì ngon."
かい,R－がい,①やりがいのある仕事を求めて転職する。,家族が美味しそうに食べてくれるから、料理の作りがいがあるよ。,家族が,美味しそうに,食べてくれるから、,料理の,作りがいが,あるよ。,"'作りがい' (giá trị nấu nướng) được hình thành bằng cách nối đuôi 'がい' vào thể liên dụng của động từ '作る', tạo thành cụm danh từ làm chủ ngữ cho 'ある'."
かえって,,①親切で言ったつもりなのだが、かえって怒らせてしまったようだ。,急いで部屋を片付けようとしたら、かえって散らかってしまった。,急いで,部屋を,片付けようとしたら、,かえって,散らかって,しまった。,"Mệnh đề '片付けようとしたら' thiết lập hành động có chủ đích, phó từ 'かえって' đứng trước động từ vế sau để nhấn mạnh kết quả hoàn toàn ngược lại với mong đợi."
かえる,R－かえる,①次の文を否定文に書きかえなさい。,十年も使って古くなった冷蔵庫を、思い切って新しいものに買い替えよう。,十年も使って,古くなった冷蔵庫を、,思い切って,新しいものに,買い替え,よう。,"Động từ phức '買い替え' kết hợp từ gốc '買う' và '替える' (thay đổi bằng cách mua mới), kết nối với trợ từ 'に' để chỉ mục tiêu thay đổi và kết thúc bằng thể ý chí."
がかり,動詞「かかる」から派生した語。「時間／お金がかかる」の「費やされる」の意味、「医者にかかる」の「頼る」の意味、「雨がかかる」の「影響される」の意味、「仕事にかかる」の「始める」の意味などがある。数量詞＋がかり,①グランドピアノを5人がかりでやっと運んだ。,先週末、この重いソファを、3人がかりでなんとかリビングに運んだ。,先週末、,この重いソファを、,3人がかりで,なんとか,リビングに,運んだ。,"'3人がかりで' mang nghĩa là với sự huy động/chung sức của 3 người, đóng vai trò trạng ngữ bổ nghĩa cho động từ hành động '運んだ' ở cuối câu."
がかり,Nがかり,①徳女は30才にもなって、親がかりで留学した。,うちの大学生の弟は、まだ生活費を親がかりでやりくりしている。,うちの,大学生の弟は、,まだ生活費を,親がかりで,やりくりして,いる。,"'親がかりで' biểu thị trạng thái phụ thuộc vào cha mẹ, bổ nghĩa cho cụm động từ 'やりくりしている' để mô tả cách thức quản lý chi tiêu sinh hoạt."
がかり,R－がかり,①広場でトランペットの練習をしていると、通りがかりの人が何人も足を止めて聞いていった。,買い物の帰り道、通りがかりのパン屋で美味しそうなケーキを買った。,買い物の,帰り道、,通りがかりの,パン屋で美味しそうな,ケーキを,買った。,"'通りがかり' là danh từ hóa từ thể liên dụng của '通りかかる' (vô tình đi ngang qua), kết hợp với trợ từ 'の' để bổ nghĩa cho danh từ chỉ địa điểm 'パン屋'."
がかる,NがかったN,①川井さんは青みがかった紫色のとてもきれいなワンピースを看ていた。,今日、彼女は少し緑がかった青色のシャツを着ていた。,今日、,彼女は,少し緑がかった,青色のシャツを,着て,いた。,"'緑がかった' (có hơi hướm sắc xanh lá) bổ nghĩa cho danh từ chỉ màu sắc '青色', toàn bộ cụm này làm định ngữ bổ nghĩa cho tân ngữ 'シャツ'."
かぎり,かぎりが　ある／ない,①資源には限りがある。無駄遣いしてはいけない。,毎月のお小遣いには限りがあるから、計画的に使わないとね。,毎月の,お小遣いには,限りがあるから、,計画的に,使わないと,ね。,"'お小遣いには限りがある' đưa ra một sự thật khách quan về giới hạn tiền bạc, liên từ 'から' nối vế này với lời khuyên mang tính logic ở mệnh đề sau."
かぎり,かぎりなくNにちかい,①その着物は限りなく白に近い紫だった。,噂の通り、このお店のジュースは、限りなく本物の果実に近い味がする。,噂の通り、,このお店のジュースは、,限りなく本物の,果実に近い,味が,する。,Phó từ '限りなく' bổ nghĩa cho tính từ '近い'. Cụm '本物の果実に近い' (gần như là trái cây thật) đóng vai trò định ngữ giải thích tính chất cho danh từ '味'.
