Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ざるをえない,V－ざるをえない 「V－ない」の「ない」を「ざる」に変えて作る。ただし、「する」は「せざるをえない」となる。,①先生に言われたことだからやらざるをえない。,台風で電車が止まってしまったので、今日の友達との約束は苦渋の決断でキャンセルせざるを得ない。,台風で電車が止まってしまったので、今日の友達との約束は,苦渋の,決断で,キャンセルせ,ざるを得ない,。,Danh từ bổ nghĩa 「苦渋の」 đi với 「決断で」 chỉ phương thức/lý do. Động từ nhóm 3 「キャンセルする」 khi đi với mẫu câu đành phải làm gì sẽ biến đổi thành dạng 「キャンセルせ」 rồi kết hợp với đuôi 「ざるを得ない」 để biểu thị việc bản thân không muốn nhưng không còn lựa chọn nào khác.
し,～し,①あの店は安いし、うまい。,このアパートは駅からも近いし、家賃も手頃だから気に入っている。,このアパートは,駅からも,近いし、,家賃も,手頃だから,気に入っている。,"Cấu trúc liệt kê lý do song hành dùng trợ từ 「も」 ở hai vế để nhấn mạnh tính tương đồng (駅からも / 家賃も). Tính từ 「近いし」 kết thúc vế thứ nhất để nối sang lý do thứ hai mang tính quyết định 「手頃だから」, từ đó dẫn đến kết luận cuối cùng."
し,～し、それに,①今日は雨だし、それに風もつよい。,今日はスーパーの特売日だし、それにポイントも5倍つくから買い出しに行こう。,今日はスーパーの,特売日だし、,それに,ポイントも,5倍つくから,買い出しに行こう。,「特売日だし」 sử dụng đuôi 「し」 để kết thúc lý do thứ nhất. Liên từ nối 「それに」 đứng đầu mệnh đề tiếp theo để bổ sung thêm một thông tin quan trọng. Cụm 「ポイントも5倍つくから」 tạo thành vế nguyên nhân tổng hợp hoàn chỉnh hướng đến hành động ở đuôi câu.
し,Nも～し、Nも,①あの子は頭もいいし性格もいい。,うちの猫はキャットフードもよく食べるし、おやつも大好きだ。,うちの猫は,キャットフードも,よく食べるし、,おやつも,大好きだ,。,"Mẫu câu song hành liệt kê hai đặc điểm tương đồng 「N1も...し、N2も...」. Trợ từ 「も」 gắn sau tân ngữ thứ nhất, đi với phó từ và động từ liệt kê 「よく食べるし」. Vế sau tiếp tục dùng trợ từ 「も」 gắn sau danh từ thứ hai kết hợp vị ngữ tính từ 「大好きだ」."
し,～し,①もう遅いしこれで失礼します。,冷蔵庫の中身が空っぽだし、今からちょっとコンビニに行ってくるよ。,冷蔵庫の,中身が,空っぽだし、,今から,ちょっとコンビニに,行ってくるよ。,"「冷蔵庫の」 bổ nghĩa cho 「中身が」. Từ 「空っぽだし」 đóng vai trò đưa ra nguyên nhân, lý do một cách nhẹ nhàng trong văn nói hàng ngày để giải thích cho hành động di chuyển mang tính tạm thời 「今からちょっとコンビニに行ってくるよ」 ở phía sau."
し,～し、～から,①この子はまだ10歳だし、体が弱いから留学は無理だ。,外は雨が降っているし、私は風邪気味だから今日の買い物は明日にしよう。,外は,雨が降っているし、,私は,風邪気味だから,今日の買い物は,明日にしよう。,Cấu trúc kết hợp liệt kê lý do khách quan 「雨が降っているし」 và lý do chủ quan từ phía bản thân 「私は風邪気味だから」. Việc đưa hai lý do liên tiếp bằng 「し」 và 「から」 tạo căn cứ logic vững chắc cho quyết định trì hoãn hành động ở vế cuối câu.
し,Nは～し、Nは～しで,①子供は生まれるし、金はないしで大変だ。,今日はスマホは忘れるし、財布は落とすしで散々な一日だった。,今日は,スマホは忘れるし、,財布は,落とすしで,散々な,一日だった。,Mẫu câu liệt kê hàng loạt sự việc không may xảy ra đồng thời gây ra một kết quả tệ hại 「N1は...し、N2は...しで」. Cụm 「スマホは忘れるし」 song hành với 「財布は落とすしで」 đóng vai trò làm cụm nguyên nhân bổ nghĩa cho tính từ 「散々な」 để kết luận tính chất của danh từ 「一日だった」.
し,Nじゃあるまいし,①子供じゃあるまいしそんなこと一人でやりなさい。,三歳の子どもじゃあるまいし、これくらいの野菜は残さずに食べなさい。,三歳の,子どもじゃ,あるまいし、,これくらいの野菜は,残さずに,食べなさい。,「三歳の」 bổ nghĩa cho danh từ 「子ども」. Biểu thức phủ định giả định mang tính khiển trách 「子どもじゃあるまいし」 (Đâu phải là...) dùng để nhắc nhở đối phương. Vế sau danh từ chỉ số lượng mức độ 「これくらいの野菜は」 đi kèm trạng từ phủ định cách thức 「残さずに」 để bổ nghĩa cho động từ mệnh lệnh 「食べなさい」.
しいしい,,「女は遠慮しいしい部屋の片隅に座った。」,友達の家に招かれたが、最初は遠慮しいしいお菓子を一口だけ食べた。,,,,,,,「Từ nhóm Danh từ + しいしい (như 「遠慮しいしい」) cấu tạo nên một trạng từ diễn tả dáng vẻ vừa làm gì đó vừa giữ kẽ
しか,N（＋助詞）しか～ない,①朝はコーヒーしか飲まない。,給料日前なので、今の私の財布には百円玉が数枚しか残っていない。,給料日前なので、今の,私の財布には,百円玉が,数枚しか,残って,いない。,Cụm định ngữ 「今の」 bổ nghĩa cho cụm danh từ chỉ vị trí 「私の財布には」. 「百円玉が」 đóng vai trò là chủ ngữ của trạng thái. Trợ từ hạn định mang tính tiêu cực 「しか」 gắn sau lượng từ 「数枚」 và bắt buộc đi với thể phủ định kết thúc câu 「残っていない」 mang ý nghĩa 'chỉ duy nhất'.
