Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
"おなじ","～とおなじ Nとおなじ Vのとおなじ","","①このステレオはうちのと同じだ。","私が昨日デパートで買ったスカートは、友達が持っているものと同じだった。","私が昨日デパートで買ったスカートは、","友達が","持っている","ものと","同じ","だった。","Cấu trúc so sánh sự tương đồng 「～と同じ」. Mệnh đề định ngữ bổ nghĩa cho danh từ 「友達が持っている」 tạo thành cụm danh từ hoàn chỉnh 「もの」, sau đó đi kèm trợ từ so sánh 「と」 và tính từ 「同じだった」."
"おなじ","おなじV－る なら／のだったら","","①同じ買うなら、少々高くても長持ちするものの方がいい。","週末に同じ出かけるのなら、遠い温泉へ行きたいですね。","週末に","同じ","出かける","のなら","遠い温泉へ","行きたいですね。","Cấu trúc giả định tình huống đồng nhất lựa chọn 「同じ＋V-る＋のなら」 mang ý nghĩa 'nếu đằng nào cũng làm việc đó'. Phó từ 「同じ」 bổ nghĩa cho hành động 「出かける」, tiếp sau kết hợp cấu trúc giả định điều kiện 「のなら」."
"おぼえはない","V－られるおぽえはない","","①きみにそんなひどいことを言われる覚えはない。","私は何も悪いことをしていないので、あの人にそんなにひどく責められる覚えはない。","私は何も悪いことをしていないので、あの人に","そんなに","ひどく","責められる","覚えはない","。","Cấu trúc biểu thị sự phủ định nhận thức hành vi bị động 「V-られる覚えはない」. Cụm trạng từ mức độ 「そんなにひどく」 bổ nghĩa cho động từ bị động 「責められる」, rồi toàn bộ mệnh đề này bổ nghĩa cho danh từ phủ định 「覚えはない」."
"おぼえはない","V－たおぼえはない","","①彼があんなに怒るようなことを言った覚えはないんだけど。","机の上に置いてあった妹のケーキを、私は絶対に食べた覚えはないと主張した。","机の上に置いてあった妹 của ai đó","私は","絶対に","食べた","覚えはない","と主張した。","Cấu trúc phủ định dứt khoát ký ức hành động 「V-た覚えはない」 mang nghĩa 'không nhớ là đã làm gì'. Trạng từ nhấn mạnh phủ định 「絶対に」 đi kèm động từ thể quá khứ 「食べた」 để làm định ngữ trực tiếp cho cụm từ 「覚えはない」."
"おまけに","","","①あたりはすっかり暗くなり、おまけに雨まで降ってきた。","今日のスーパーは商品が安く、おまけに新鮮な野菜がたくさん並んでいた。","今日のスーパーは商品が安く、","おまけに","新鮮な","野菜が","たくさん","並んでいた。","Liên từ nối mệnh đề bổ sung thông tin 「おまけに」 đứng ở đầu câu thứ hai. Theo sau là chủ ngữ được làm rõ tính chất 「新鮮な野菜が」 cùng trạng từ số lượng 「たくさん」 hỗ trợ miêu tả hành động kéo dài ở cuối câu."
"おもう","～とおもう","","①今日は雨が降ると思います。","明日の日曜日は天気が良いので、家族で公園へピクニックに行こうと思います。","明日の日曜日は天気が良いので、","家族で","公園へ","ピクニックに","行こうと","思います。","Cấu trúc nói về dự định, ý hướng mang tính thời điểm 「V-ようと思う」. Động từ thể ý chí 「行こう」 kết hợp trợ từ trích dẫn tư duy 「と」 đặt ngay trước động từ thể hiện suy nghĩ trạng thái hiện tại 「思います」."
"おもう","～とおもっている","","①私は自分のしたことが正しいと思っている。","私の姉は、来年こそ自分のお小遣いで新しいパソコンを買おうと思っています。","私の姉は、来年こそ","自分の","お小遣いで","新しいパソコンを","買おうと","思っています。","Cấu trúc diễn tả một ý định đã nung nấu kéo dài từ trước hoặc của ngôi thứ ba 「V-ようと思っている」. Động từ ý chí 「買おう」 kết hợp trợ từ 「と」 đứng liền trước dạng trạng thái tiếp diễn tư duy 「思っています」."
"お思う","～とおもわれる","","①このままの状態では環境汚染は進む一方だと思われる。","これほど美味しい料理の味なら、子供からお年寄りまで誰にでも好かれると思われます。","これほど美味しい料理の味なら、","子供から","お年寄りまで","誰にでも","好かれると","思われます。","Cấu trúc biểu thị sự nhận định tự phát, mang tính khách quan 「～と思われる」. Mệnh đề nội dung đánh giá khách quan 「誰にでも好かれる」 kết hợp trợ từ liên kết ý kiến 「と」 đứng liền trước động từ thể kính ngữ/tự phát 「思われます」."
"お思う","～とはおもわなかった","","①まさか今日あの人が来るとは思わなかった。","いつも静かな弟が、あんなに大きな声で家族に怒るとは思わなかった。","いつも静かな弟が、","あんなに","大きな声で","家族に","怒るとは","思わなかった。","Cấu trúc diễn tả cảm xúc bất ngờ nằm ngoài dự kiến 「～とは思わなかった」. Thể thông thường của động từ 「怒る」 kết hợp cùng cụm trợ từ mang tính nhấn mạnh tương phản 「とは」 đứng trực tiếp trước dạng phủ định quá khứ 「思わなかった」."
"お思う","R－たいとお思う","","①アメリカに留学したいと思います。","今度の誕生日の週末は、母と一緒に美味しいケーキを作って食べたいと思います。","今度の誕生日の週末は、","母と一緒に","美味しいケーキを","作って","食べたいと","思います。","Cấu trúc bày tỏ ý muốn cá nhân một cách kín đáo, lịch sự 「V-たいと思う」. Động từ bổ trợ thể hiện tâm nguyện 「食べたい」 kết hợp trợ từ liên kết câu 「と」 đứng liền trước động từ tư duy biểu đạt ý kiến 「思います」."
