Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
てはだめだ,V－てはだめだ＜禁止＞,,①駐車場で遊んではだめだ。出て行きなさい。,お兄ちゃんの部屋のおもちゃを勝手に触ってはだめだよ。,お兄ちゃんの部屋の,おもちゃを,勝手に,触っては,だめだ,よ。,"Cách nói cấm đoán mang tính nhắc nhở, thân mật trong gia đình 「V-てはだめだ」. Động từ ""触る"" thuộc nhóm 1 biến đổi thành thể te là ""触って"" + はだめだ."
てはだめだ,ではだめだ A－くてはだめだ V－ていてはだめだ,,①写真をとるのに、こんなに暗くてはだめだ。,スープの味がこんなに薄くてはだめだから、お塩を足そう。,スープの,味が,こんなに,薄くては,だめだ,から、お塩を足そう。,"Tính từ đuôi i ""薄い"" chuyển thành dạng ""薄くて"" kết hợp với ""はだめだ"" để giả định một điều kiện/trạng thái không tốt, không đạt yêu cầu (""Nếu vị nhạt thế này thì không được"")."
てはとうか,V－てはとうか,,①A：この辺でちょっと休懲してはどうですか。B：そうですね。,疲れているなら、今日は早く寝てはどうですか。,疲れているなら、,今日は,早く,寝ては,どうです,か。,"Cấu trúc gốc là 「V-てはどうか」 dùng để đưa ra gợi ý, lời khuyên nhẹ nhàng cho đối phương (""Hay là thử làm V xem sao""). Động từ ""寝る"" sang thể te thành ""寝て"" + はどうですか."
ではない,ではない,,①これは、新しい考えではない。,これは私が買ったケーキではないから、食べないでね。,これは私が,買った,ケーキ,ではない,から、,食べないでね。,Cấu trúc phủ định định danh cơ bản 「Nではない」 để khẳng định đối tượng (bánh ngọt) không thuộc quyền sở hữu của người nói.
ではない,～ではない,,①A：すみません、日程の変更をご連終するのを忘れていました。B：忘れていましたではないよ。おかげで、予定が一日狂ってしまったんですよ。,A「ごめん、牛乳を買い忘れた。」B「買い忘れたではないよ。コーヒーが飲めないじゃない。,A「ごめん、牛乳を買い忘れた。」B「,買い,忘れた,ではない,よ。,コーヒーが飲めないじゃない。,"Mẫu câu 「V-ではないよ」 dùng để lặp lại lời của đối phương nhằm trách móc, biểu thị sự không hài lòng, không chấp nhận lời bào chữa đó (""Không phải cứ nói quên là xong đâu"")."
ではないか1,N／Na／A／V ではないか 普通体の表現に付いて、話し手の驚きの気持ちや、聞き手に認識を迫る態度を表す。名詞、ナ形容詞の辞書形の場合は「だ」を介さずに直接付くことができるが、辞書形以外の場合は「だった／ではない／ではなかった」を介して接続する。「だ」の否定疑問形が固定化した表現で、書きことば的でややかたい言い方。普通、男性が用いる。くだけた話しことばでは、男性は「じゃないか」、女性は「じゃない」「じゃないの」などの形を使う。「じゃん」は、さらにくだけた言い方で男女共用いる。丁寧体は「ではないですか／ではありませんか」。タ形にはならず、いつも辞書形で用いられる点、「だろうか」が付いたりできない点で「ではないか2」とは異なる。～ではないか＜驚き・発見＞,,①やあ、大野君ではないか。,冷蔵庫を開けたら、奥の方に大好きなプリンがあるではないか。,冷蔵庫を開けたら、,奥の方に,大好きなプリンが,ある,ではない,か。,"Mẫu câu 「Vではないか」 đặt ở cuối câu để diễn tả tâm trạng vô cùng ngạc nhiên khi phát hiện ra một sự thật ngoài dự kiến (""Ơ, hóa ra lại có bánh pudding này!"")."
ではないか1,～ではないか＜非難＞,,①A：悪いのは君のほうではないか。B：僕はそうは思いませんが。,今日、あなたが夕食を作る約束ではないか。,今日、,あなたが,夕食を,作る約束,ではない,か。,"Sử dụng dạng khẳng định của danh từ ""約束"" kết hợp trực tiếp với ""ではないか"" ở cuối câu để nhấn mạnh và trách móc đối phương vì đã không thực hiện đúng giao hẹn."
ではないか1,～ではないか＜確認＞,,①A：同級生に田中さんという女の子がいたじゃないか。B：ああ、髪が長くてやせた子ね。,去年みんなと一緒に来た海は、ここではないか。,,,,,,,"Mẫu câu kết hợp với đại từ chỉ nơi chốn ""ここ"" (Danh từ) + ではないか để khơi gợi trí nhớ và xác nhận lại thông tin chắc chắn với người nghe (""Chẳng phải chính là chỗ này sao"")."
ではないか1,V－ようではないか,,①このクラスみんなでデイベート大会に申し込もうではないか。,結婚記念日だし、今日は高級なレストランで食事をしようではないか。,結婚記念日だし、,今日は,高級なレストランで,食事を,しようではない,か。,"Động từ ""する"" chuyển sang thể ý chí (よう形) thành ""しよう"" kết hợp với ""ではないか"" để tạo thành một lời kêu gọi, đề xuất mạnh mẽ cùng thực hiện hành động nhằm tạo kỷ niệm."
ではないか2,N／Na（なの）ではないか A／V のではないか 名詞、ナ形容詞には「の」を介さずに直接付くことができるが、イ形容詞と動詞には「の」が必ず必要で「のではないか」の形で用いられる。この点で、「ではないか1」と異なる。くだけた言い方では、男性は「（ん）じゃないか」、女性は「（ん）じゃない」「んじゃないの」などを使う。丁寧形は「（の）ではないですか／（の）ではありませんか」となる。～（の）ではないか,,①あそこを歩いているのは、もしかして山下さんではないか。,ドアが閉まっているから、彼はもう出かけたのではないか。,ドアが閉まっているから、,彼は,もう,出かけたの,ではない,か。,"Động từ quá khứ ""出かけた"" phải đi qua trợ từ danh từ hóa ""の"" tạo thành cụm ""出かけたの"" rồi mới kết hợp với ""ではないか"" để đưa ra một suy luận, phán đoán có căn cứ (""Chẳng phải là anh ấy đã đi ra ngoài rồi sao"")."
