Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ことができる,V－ることができる,①アラビア語を話すことができますか。,妹はピアノを上手に弾くことができます。,妹は,ピアノを,上手に,弾く,ことが,できます。,"""妹は"" là chủ ngữ câu. ""ピアノを"" là tân ngữ của động từ. Tính từ đuôi -na chuyển thành ""上手に"" đóng vai trò phó từ bổ nghĩa cho động từ ""弾く"". Động từ thể từ điển ""弾く"" đi kèm cụm ""ことができます"" tạo thành cấu trúc ngữ pháp chỉ năng lực thực hiện hành động."
ことこのうえない,Naなことこのうえない A－いことこのうえない,①丁重なことこの上ないごあいさつをいただき、恐縮しております。,欲しかったカメラをもらえて嬉しいことこの上ない。,欲しかった,カメラを,もらえて,嬉しい,こと,この上ない。,"""欲しかった"" là mệnh đề định ngữ bổ nghĩa cho ""カメラ"". Cụm ""カメラをもらえて"" ở thể -te đóng vai trò chỉ nguyên nhân (nhận được chiếc máy ảnh). Tính từ đuôi -i ""嬉しい"" đứng trước cụm ngữ pháp ""ことこの上ない"" ở cuối câu để đẩy cảm xúc vui mừng lên mức cao nhất."
ごとし,文語で現在では書きことばにしか用いない。「ごとし」は文末に用いられる形で、「ごときN」、「ごとくV」のように活用する。ごとし Nのごとし Nであるがごとし,①光陰矢のごとし。,怒ったときの父の顔は鬼のごとしだ。,怒ったときの,父の,顔は,鬼の,ごと,しだ。,"""怒ったときの"" bổ nghĩa cho danh từ ""父の顔"". ""顔は"" làm chủ ngữ chính cho toàn câu. Cấu trúc ""N + のごとし"" mang tính chất ví von cổ điển, ở đây danh từ ""鬼"" (con quỷ) đi với ""の"" kết hợp cùng ""ごとし"" (thêm trợ động từ だ) đặt ở cuối câu để so sánh độ đáng sợ của khuôn mặt người cha."
ごとし,～かのごとし,①彼女はそのことを知っているはずなのに、まったく聞いたことがないかのごとき態度だった。,彼は何も知らないかのごとき顔で笑っている。,彼は,何も,知らない,かの,ごとき,顔で笑っている。,"""彼は"" là chủ ngữ. ""何も"" đi với động từ phủ định ""知らない"" tạo ý nghĩa ""không biết gì cả"". Cấu trúc ""V-ない + かのごとき"" đóng vai trò như một cụm tính từ bổ nghĩa trực tiếp cho danh từ ""顔"" ngay phía sau, diễn tả trạng thái ""khuôn mặt cứ như thể là không biết cái gì""."
ことだ,V－る／V－ない ことだ,①日本語がうまくなりたければもっと勉強することです。それいがいに方法はありません。,体調が悪いなら今日は早く寝ることだ。,体調が,悪いなら,今日は,早く,寝る,ことだ。,"""体調が"" là chủ ngữ của mệnh đề giả định ""悪いなら"" (nếu không khỏe). ""今日は"" nhấn mạnh mốc thời gian hiện tại. Phó từ ""早く"" bổ nghĩa cho động từ ""寝る"". Động từ thể từ điển ""寝る"" kết hợp với ""ことだ"" đặt ở cuối câu được dùng để đưa ra lời khuyên chân thành và mang tính định hướng rõ ràng."
ことだ,～ことだ Naなことだ A－いことだ,①家族みんな健康で、けっこうなことだ。,家族みんなで旅行に行けるなんて本当に嬉しいことだ。,家族みんなで,旅行に,行けるなんて,本当に,嬉しい,ことだ。,"""家族みんなで"" chỉ thành phần tham gia hành động. ""旅行に"" chỉ đích đến. Thể khả năng đi với trợ từ ""行けるなんて"" thể hiện cảm xúc bất ngờ, hạnh phúc đối với sự việc xảy ra. Phó từ ""本当に"" bổ nghĩa cho tính từ ""嬉しい"". Tính từ kết hợp trực tiếp với ""ことだ"" ở cuối câu để thể hiện sự cảm thán."
ことだから,Nのことだから,①彼のことだからどうせ時間どおりにはこないだろう。,真面目な彼女のことだからきっと遅れずに来ますよ。,真面目な,彼女の,ことだから,きっと,遅れずに,来ますよ。,"Tính từ đuôi -na ""真面目な"" bổ nghĩa cho danh từ ""彼女"". Cấu trúc ""Nのことだから"" đứng ở giữa câu để đưa ra cơ sở tính cách cho lời phán đoán phía sau. Vế sau dùng phó từ ""きっと"" (chắc chắn) đi với trạng từ hành động ""遅れずに"" (không trễ) và động từ ""来ます""."
ことだし,であることだし Naなことだし A／V ことだし,①雨がふってきそうだから、きょうは散歩はやめておこうか。こどもたちもかぜをひいていることだし。,今日の用事も済んだことだし一緒に買い物に行きませんか。,今日の,用事も,済んだ,ことだし,一緒に,買い物に行きませんか。,"""今日の"" bổ nghĩa cho danh từ ""用事"". Trợ từ ""も"" mang nghĩa ""cũng"". Động từ thể quá khứ ngắn ""済んだ"" đi với ""ことだし"" để nêu lên một nguyên nhân thuận lợi làm tiền đề cho hành động tiếp theo. Vế sau dùng phó từ ""一緒に"" đi kèm với cấu trúc mời mọc, rủ rê ""行きませんか""."
ことだろう,な／である ことだろう A／V ことだろう,①ながいあいだ会っていないが、山田さんのこどもさんもさぞおおきくなったことだろう。,初めての一人暮らしはどんなに寂しいことだろう。,初めての,一人暮らしは,どんなに,寂しい,こと,だろう。,"""初めての"" bổ nghĩa cho cụm danh từ ""一人暮らし"". Trợ từ ""は"" làm chủ đề câu. Từ biểu cảm ""どんなに"" (biết bao nhiêu) mang tính chất nhấn mạnh độ lớn của cảm xúc, đi kèm với tính từ đuôi -i ""寂しい"" và kết thúc bằng cấu trúc phỏng đoán mạnh mẽ ""ことだろう""."
ことで,Nのことで,①さっきのお話のことで質問があるんですが。,来月の生活費のことでもう一度話し合いたい。,来月の,生活費の,ことで,もう一度,話し合い,たい。,"""来月の"" bổ nghĩa cho danh từ ""生活費"". Cấu trúc ""N + のことで"" dùng để khoanh vùng chủ đề hoặc lý do chuẩn bị thảo luận. Phó từ ""もう一度"" (một lần nữa) bổ nghĩa cho động từ phức ""話し合う"" (bàn bạc với nhau) được chia ở thể ước muốn ""たい"" ở cuối câu."
