Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
からいい,だからいい A／V からいい ～からいいが,①まだ時間はあるからいいが、今度からはもうちょっと早く来るようにしなさい。,今回は間に合ったからいいが、次からはもっと早く来るように。,,今回は,間に合ったから,いいが、,次からはもっと早く来る,ように。,Trạng từ thời gian 今回は (lần này) đứng đầu định vị bối cảnh. Cụm 間に合ったから いいが (vì kịp nên tốt rồi nhưng...) thể hiện sự nhẹ nhõm đồng thời mở ra vế tương phản. Vế sau 次からはもっと早く来る (từ lần sau hãy đến sớm hơn) đi với cấu trúc kết thúc câu mang tính nhắc nhở nhẹ nhàng ように.
からいい,～からいいようなものの,①大きな事故にならなかったからいいようなものの、これからはもっと慎重に運転しなさい。,妻が家にいたからいいようなものの、一人だったら本当に大変だった。,,妻が家に,いたからいいような,ものの、一人だったら,本当に,大変だった。,"Mệnh đề 妻が家に いたからいいような (may mà có vợ ở nhà) kết hợp với liên từ hoán dụ ものの tạo thành cấu trúc giả định sự việc suýt chút nữa đã tệ đi. Vế sau tiếp nối bằng mệnh đề giả định tương phản 一人だったら (nếu một mình), trạng từ mức độ 本当に (thực sự) bổ nghĩa cho tính từ chỉ kết quả ở quá khứ 大変だった (đã vất vả rồi)."
からいう,Nからいうと,①私の立場から言うと、それはこまります。,値段から言うと、この店のほうが少し安いですね。,,値段から,言うと、,この店のほうが,少し,安いですね。,"Cụm danh từ kết hợp ngữ pháp 値段から 言うと (xét về mặt giá cả) đứng đầu để thiết lập góc độ, khía cạnh đánh giá. Vế sau thực hiện việc so sánh đối chiếu: Chủ ngữ so sánh この店のほうが (phía cửa hàng này) đi kèm trạng từ mức độ 少し (một chút) bổ nghĩa cho tính từ vị ngữ 安いですね (rẻ nhỉ)."
からいう,Nからいって,①さっきの返事のしかたから言って、私はあの人にきらわれているようだ。,彼の性格から言って、約束を忘れるはずがない。,,彼の,性格から言って、,約束を,忘れる,はずがない。,Cụm định ngữ 彼の (của anh ấy) bổ nghĩa cho danh từ 性格 trong cụm 性格から言って (xét từ tính cách) để đưa ra căn cứ chắc chắn cho sự phán đoán. Vế sau thể hiện nội dung phán đoán phủ định: Tân ngữ 約束を (lời hứa) kết hợp động từ 忘れる (quên) đứng trước bổ nghĩa cho cấu trúc phủ định mạnh mẽ はずがない (không thể nào).
からこそ,だからこそ A／V からこそ,①これは運じゃない。努力したからこそ成功したんだ。,家族が応援してくれるからこそ、私は毎日仕事を頑張れる。,,家族が,応援してくれるからこそ、,私は毎日,仕事を,頑張れる。,Mệnh đề chứa lý do cốt lõi 家族が 応援してくれるからこそ (chính vì được gia đình ủng hộ) được đưa lên đầu câu để nhấn mạnh. Vế sau là kết quả diễn tiến theo logic tự nhiên: Trạng ngữ chủ ngữ 私は毎日 (tôi mỗi ngày) đi với cụm tân ngữ - động từ khả năng 仕事を 頑張れる (có thể cố gắng trong công việc).
からして,Nからして＜例示＞,①リーダーからしてやる気がないのだから、ほかの人たちがやるはずがない。,この料理は匂いからしてとても美味しそうだ。,,この料理は,匂いからして,とても,美味し,そうだ。,Chủ ngữ câu この料理は (món ăn này) đứng đầu. Cụm từ 匂いからして (ngay từ cái mùi) đưa ra một khía cạnh tiêu biểu để làm điểm tựa cho việc phán đoán toàn thể. Trạng từ mức độ とても (rất) đứng trước bổ nghĩa cho hình thái phán đoán trực quan của tính từ 美味し そうだ (trông có vẻ ngon).
からして,Nからして＜根拠＞,①あの言い方からして、私はあの人にきらわれているようだ。,楽しそうな笑い声からして、パーティーは盛り上がっているようだ。,,楽しそうな,笑い声からして、,パーティーは,盛り上がっている,ようだ。,Cụm tính từ bổ nghĩa 楽しそうな (vui vẻ) đi với danh từ tạo thành 楽しそうな 笑い声からして (đánh giá từ tiếng cười vui vẻ) đóng vai trò làm căn cứ suy luận. Vế sau đưa ra nội dung suy đoán: Chủ ngữ パーティーは (bữa tiệc) kết hợp vị ngữ trạng thái 盛り上がっている (đang sôi động) và kết thúc bằng cấu trúc phán đoán ようだ (có vẻ như).
からする,Nからすると,①あの言い方からすると、私はあの人にきらわれているようだ。,親からすると、子供の健康が一番心配なものだ。,,親から,すると、,子供の健康が,一番,心配なものだ。,Cụm từ 親から すると (nhìn từ lập trường của cha mẹ) đứng đầu câu để thiết lập góc nhìn cho toàn bộ nhận định phía sau. Mệnh đề nhận định tuân theo cấu trúc: Chủ ngữ của cảm xúc 子供の健康が (sức khỏe của con cái) đi với trạng từ mức độ 一番 (nhất) để bổ nghĩa cho tính từ đuôi na kết thúc câu 心配なものだ (là điều lo lắng).
からって,だからって A／V からって,①頭が痛いからって先に帰っちゃった。,安いからって、そんなにたくさん買う必要はないよ。,,安いからって、,そんなに,たくさん,買う必要は,ないよ。,"Cụm từ mang tính chất nhượng bộ trong văn nói 安いからって (dù nói là rẻ/chỉ vì rẻ đi chăng nữa) đặt ở vế đầu để làm tiền đề cho sự bác bỏ ở vế sau. Vế sau đi theo thứ tự: Trạng từ mức độ そんなに (đến mức như thế) bổ nghĩa cho trạng từ số lượng たくさん (nhiều), cụm này bổ nghĩa cho cụm danh từ hành động 買う必要は (việc cần mua) đi kèm vị ngữ phủ định ないよ (không có đâu)."
からといって,だからといって A／V からといって ～からといって,①用事があるからと言って、彼女は途中で帰った。,料理が苦手だからといって、全然作らないのはよくない。,,料理が,苦手だからといって、,全然,作らないのは,よくない。,Mệnh đề giả định lý do 料理が 苦手だからといって (dẫu nói là vụng nấu ăn đi chăng nữa) đứng đầu tạo thế đối lập mang tính bác bỏ một phần. Vế sau diễn đạt nhận định: Trạng từ phủ định 全然 (hoàn toàn không) bổ nghĩa cho cụm tính từ danh từ hóa 作らないのは (việc không nấu) và kết thúc bằng đánh giá phủ định よくない (là không tốt).
