Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
せめて,せめて,,①夏はせめて一週間ぐらい休みがほしい。,毎日忙しくてもせめて一日に一回は家族と話したい。,毎日,忙しくても,せめて,一日に一回は,家族と,話したい。,"Phó từ 'せめて' diễn tả mong muốn tối thiểu 'ít nhất là...'. Câu bắt đầu bằng mệnh đề nhượng bộ '忙しくても', theo sau là 'せめて' nhằm bổ nghĩa cho cụm từ chỉ tần suất '一日に一回は' và đối tượng '家族と' của hành động mong muốn ở Suffix."
せめて,せめて～だけでも,,①せめて一晩だけでも泊めてもらえませんか。,遠くへ旅行に行けないならせめて日帰りだけでも温泉に行きたい。,遠くへ,旅行に行けないなら,せめて,日帰り,だけでも,温泉に行きたい。,"Cấu trúc 'せめて～だけでも' nhấn mạnh giới hạn thấp nhất để thỏa mãn mong muốn. Mệnh đề giả định '旅行に行けないなら' dẫn dắt, 'せめて' kết hợp với danh từ '日帰り' và trợ từ giới hạn 'だけでも' bổ nghĩa cho Suffix."
せめて,せめて～なりとも,,①せめて一目なりとも子供に会いたいものだ。,遠くに住む息子の誕生日にせめて声なりとも聞かせてほしい。,遠くに住む息子の,誕生日に,せめて,声,なりとも,聞かせてほしい。,"Cấu trúc 'せめて～なりとも' là cách nói trang trọng hoặc tha thiết biểu thị nguyện vọng tối thiểu. Sau trạng ngữ thời gian '誕生日に', phó từ 'せめて' kết hợp với danh từ '声' và trợ từ 'なりとも' để bổ nghĩa cho Suffix."
せめて,せめてものN,,①ひどい事故だったが、死者が出なかったのがせめてもの救いだ。,昨日スマホを落としたがすぐに見つかったのがせめてもの救いだ。,昨日,スマホを落としたが,すぐに見つかったのが,せめてもの,救い,だ。,"Cấu trúc 'せめてものN' nghĩa là 'chút an ủi/cứu cánh duy nhất trong hoàn cảnh tồi tệ'. Mệnh đề 'すぐに見つかったのが' làm chủ ngữ cho câu, 'せめてもの' đóng vai trò định ngữ đứng trước để bổ nghĩa trực tiếp cho danh từ '救い'."
せられたい,Nせられたい R－られたい,,①上記三名の者ただちに出頭せられたい。,当マンションの住民はゴミを正しく分別せられたい。,当,マンションの住民は,ゴミを,正しく,分別,せられたい。,"Cấu trúc 'せられたい' mang tính chất thông báo, yêu cầu trang trọng bằng văn viết (thường thấy ở bảng tin khu dân cư). Chủ ngữ 'マンションの住民は' tiếp nhận, theo sau là tân ngữ 'ゴミを', phó từ '正しく' bổ nghĩa cho danh từ hành động '分別'."
ぜんぜん～ない,,,①テレビ、消そう。ぜんぜんおもしろくない。,さっき作ったこのスープはぜんぜん味がしない。,さっき作った,このスープは,ぜんぜん,味が,し,ない。,"Cấu trúc phủ định hoàn toàn 'ぜんぜん～ない'. Chủ ngữ 'このスープは' được nhấn mạnh mức độ bằng phó từ 'ぜんぜん', đi kèm tân ngữ '味が' và động từ gốc 'し' để kết hợp với đuôi phủ định 'ない' ở Suffix."
そう～ない,,,①夕食はそうおいしくなかったが全部食べた。,店員に勧められたこの服はそう高くはない。,店員に勧められた,この服は,そう,高く,は,ない。,"Cấu trúc 'そう～ない' nghĩa là 'không đến mức như thế...'. Chủ ngữ 'この服は' đi với phó từ 'そう' bổ nghĩa cho tính từ '高く' (dạng liên dụng của 高い), đi kèm trợ từ nhấn mạnh 'は' trước khi kết thúc bằng 'ない'."
そういえば,,,①A：なんだか今夜はしずかね。B：そういえばいつものカラオケがきこえないね。,A「冷蔵庫のプリンがないよ」B「そういえばお父さんがさっき食べていたよ,A「冷蔵庫のプリンがないよ」B「,そういえば,お父さんが,さっき,食べて,いたよ,"Liên từ 'そういえば' dùng khi chợt nhớ ra điều liên quan đến câu chuyện. 'そういえば' đứng đầu câu trả lời, theo sau là chủ ngữ hành động 'お父さんが', phó từ thời gian 'さっき' và động từ thể Te '食べて' nối với Suffix."
そうしたら,前の文と後の文を時間的な順序でつなぐ用法。さらにくだけた言い方に「そしたら」がある。そうしたら＜未果＞,,①娘は大学に入ったら下宿すると言っている。そうしたら、家の中が静かになるだろう。,来週から自炊を始めようと思う。そうしたら毎月の食費がかなり安くなるだろう。,来週から自炊を始めようと思う。,そうしたら,毎月の,食費が,かなり,安くなるだろう。,"Liên từ 'そうしたら' dùng để nối hai câu theo trình tự giả định (Nếu làm vậy thì...). 'そうしたら' đứng đầu câu thứ hai, theo sau là cụm định ngữ '毎月の' bổ nghĩa cho chủ ngữ '食費が' và phó từ mức độ 'かなり'."
そうしたら,そうしたら＜過去＞,,①暑いので窓を開けた～そうしたら大きなガが飛び込んで来た。,朝起きてカーテンを開けた。そうしたら外の景色が真っ白になっていた。,朝起きてカーテンを開けた。,そうしたら,外の,景色が,真っ白に,なっていた。,"Liên từ 'そうしたら' dùng cho tình huống quá khứ diễn tả kết quả sau một hành động (Sau khi làm vậy thì thấy...). 'そうしたら' đứng đầu câu hai, theo sau là định ngữ '外の' bổ nghĩa cho chủ ngữ '景色が' và trạng từ '真っ白に'."
